id,name,docks,in_service,latitude,longitude,coordinate
1674190561669557204,Percy Julian HS,10,yes,41.705999,-87.65381,"41.705999,-87.65381"
1674190561669557206,Perry Ave & 108th Pl,10,yes,41.696967,-87.626143,"41.696967,-87.626143"
1674190561669557208,Piotrowski Park,10,yes,41.836682,-87.73083,"41.836682,-87.73083"
1674190565964524508,Pittsburgh Ave & Irving Park,10,yes,41.951911,-87.83267,"41.951911,-87.83267"
1674190565964524510,Plainfield Ave & Irving Park Rd,10,yes,41.952133,-87.833817,"41.952133,-87.833817"
1674190565964524512,Prairie Ave & 47th St - midblock,10,yes,41.809497,-87.618997,"41.809497,-87.618997"
1674190570259491812,Prairie Ave & 85th St,10,yes,41.739986,-87.617645,"41.739986,-87.617645"
1674190570259491814,Princeton Ave & 43rd St,10,yes,41.815883,-87.633718,"41.815883,-87.633718"
1674190574554459112,Princeton Ave & 99th Pl,10,yes,41.713311,-87.631095,"41.713311,-87.631095"
1674190574554459116,Pulaski & 52nd,10,yes,41.797244,-87.723377,"41.797244,-87.723377"
1674190574554459120,Pulaski Rd & 15th St,10,yes,41.8603966,-87.7250977,"41.8603966,-87.7250977"
1674190578849426418,Pulaski Rd & 40th St,10,yes,41.81864,-87.72428,"41.81864,-87.72428"
1674190578849426420,Pulaski Rd & 41st,10,yes,41.81791,-87.72413,"41.81791,-87.72413"
1674190583144393718,Pulaski Rd & 44th St,10,yes,41.8129,-87.7225,"41.8129,-87.7225"
1674190583144393720,Pulaski Rd & 51st Rd,10,yes,41.800111,-87.723537,"41.800111,-87.723537"
1674190587439361020,Pulaski Rd & Armitage Ave,10,yes,41.91702,-87.727096,"41.91702,-87.727096"
1674190587439361022,Pulaski Rd & Fullerton Ave,10,yes,41.924618,-87.727398,"41.924618,-87.727398"
1674190587439361024,Pulaski Rd & Roosevelt Rd,10,yes,41.866103,-87.724463,"41.866103,-87.724463"
1674190591734328322,Racine Ave & 74th St,10,yes,41.759439,-87.654146,"41.759439,-87.654146"
1674190591734328324,Racine Ave & 76th,10,yes,41.755786,-87.654054,"41.755786,-87.654054"
1674190591734328326,Racine Ave & 83rd St,10,yes,41.743367,-87.653661,"41.743367,-87.653661"
1674190596029295624,Rhodes Ave & 79th St,10,yes,41.751058,-87.611439,"41.751058,-87.611439"
1674190596029295628,Robert Fulton Elementary School,10,yes,41.797439,-87.668504,"41.797439,-87.668504"
1674190596029295630,Rockwell & 111th St,10,yes,41.691359,-87.68572,"41.691359,-87.68572"
1674190600324262928,Roswell B. Mason Elementary School,10,yes,41.8560219,-87.7298436,"41.8560219,-87.7298436"
1674190600324262930,Rutherford Ave & Belmont Ave,10,yes,41.938315,-87.793848,"41.938315,-87.793848"
1674190600324262932,S Kostner Ave 7 W 18th Pl,10,yes,41.8551905,-87.7345547,"41.8551905,-87.7345547"
1674190604619230230,Sacramento Ave & Devon Ave,10,yes,41.997575,-87.704649,"41.997575,-87.704649"
1674190604619230232,Sacramento Ave & Greenleaf Ave,10,yes,42.009458,-87.704666,"42.009458,-87.704666"
1674190604619230234,Sacramento Blvd & Division St,10,yes,41.907928,-87.701479,"41.907928,-87.701479"
1674190608914197532,Sacramento Blvd & Washington Blvd,10,yes,41.882994,-87.700036,"41.882994,-87.700036"
1674190608914197534,Sangamon St & 79th St,10,yes,41.750395,-87.647464,"41.750395,-87.647464"
1674190608914197536,Sawyer Ave & 111th St,10,yes,41.691411,-87.70229,"41.691411,-87.70229"
1674190613209164834,"Senka ""Edward Duke"" Park",10,yes,41.790565,-87.710992,"41.790565,-87.710992"
1674190613209164836,South Shore High School,10,yes,41.756444,-87.579556,"41.756444,-87.579556"
1674190613209164838,Spaulding Ave & Bryn Mawr Ave,10,yes,41.982964,-87.711441,"41.982964,-87.711441"
1674190617504132138,Spaulding Ave & Evergreen Ave,10,yes,41.905317,-87.709521,"41.905317,-87.709521"
1674190617504132140,Spaulding Ave & North Ave,10,yes,41.910138,-87.709553,"41.910138,-87.709553"
1674190617504132142,Spencer Elementary Technology Academy,10,yes,41.884655,-87.750498,"41.884655,-87.750498"
1674190617504132144,Springfield Ave & 63rd St,10,yes,41.778582,-87.718925,"41.778582,-87.718925"
1674190621799099444,St Louis Ave & Berteau Ave,10,yes,41.958373,-87.715685,"41.958373,-87.715685"
1674190621799099446,State St & 47th st,10,yes,41.809085,-87.627384,"41.809085,-87.627384"
1674190621799099448,Stewart Ave & 123rd St,10,yes,41.670563,-87.632188,"41.670563,-87.632188"
1674190626094066746,Stony Is Ave & 73rd St,10,yes,41.762265,-87.585469,"41.762265,-87.585469"
1674190626094066752,Stony Island & 95th St,10,yes,41.72228,-87.584943,"41.72228,-87.584943"
1674190630389034054,Stony Island Ave & 86th St,10,yes,41.738473,-87.585851,"41.738473,-87.585851"
1674190630389034056,Strohacker Park,10,yes,41.79482,-87.732112,"41.79482,-87.732112"
1674190630389034058,Talman Ave & 51st St - midblock,10,yes,41.800908,-87.690802,"41.800908,-87.690802"
1674190634684001356,The Montessori School of Englewood,10,yes,41.76766,-87.66781,"41.76766,-87.66781"
1674190634684001358,Throop St & 58th St,10,yes,41.788541,-87.65621,"41.788541,-87.65621"
1674190634684001360,Torrence Ave & 98th St,10,yes,41.717059,-87.559986,"41.717059,-87.559986"
1674190638978968660,Trumbull Ave & 111th St,10,yes,41.691596,-87.707397,"41.691596,-87.707397"
1674190638978968662,Tuley Murray Park,10,yes,41.73034,-87.611734,"41.73034,-87.611734"
1674190638978968664,Vincennes Ave & 87th St,10,yes,41.735607,-87.645345,"41.735607,-87.645345"
1674190643273935964,Vincennes Ave & 95th Pl,10,yes,41.720562,-87.650971,"41.720562,-87.650971"
1674190643273935966,Vincennes Ave & 95th St,10,yes,41.721168,-87.650663,"41.721168,-87.650663"
1674190643273935970,Vincennes Ave & 99th St,10,yes,41.712937,-87.653984,"41.712937,-87.653984"
1674190647568903268,Wabash Ave & 87th St,10,yes,41.736063,-87.622952,"41.736063,-87.622952"
1674190647568903270,Walden Pkwy & 103rd St,10,yes,41.706205,-87.668965,"41.706205,-87.668965"
1674190647568903272,Wallace St & 112 St,10,yes,41.690092,-87.637636,"41.690092,-87.637636"
1674190647568903276,Waller Ave & Chicago Ave,10,yes,41.894681,-87.768156,"41.894681,-87.768156"
1674190651863870574,Washtenaw Ave & 63rd St,10,yes,41.77924,-87.691116,"41.77924,-87.691116"
1674190651863870576,Washtenaw Ave & Superior St,10,yes,41.894738,-87.695204,"41.894738,-87.695204"
1674190651863870582,Wentworth Ave & 103rd St,10,yes,41.707257,-87.627826,"41.707257,-87.627826"
1674190656158837882,Wentworth Ave & 79th St,10,yes,41.750712,-87.629949,"41.750712,-87.629949"
1674190656158837886,West Chatham Park,10,yes,41.745834,-87.631562,"41.745834,-87.631562"
1674190656158837890,West Lawn Park,10,yes,41.774815,-87.728303,"41.774815,-87.728303"
1674190660453805188,Western Ave & 100th St,10,yes,41.711666,-87.681963,"41.711666,-87.681963"
1674190660453805190,Western Ave & 104th St - East,10,yes,41.704366,-87.681733,"41.704366,-87.681733"
1674190660453805192,Western Ave & 104th St - West,10,yes,41.703952,-87.681953,"41.703952,-87.681953"
1674190664748772492,Western Ave & 105th St,10,yes,41.702609,-87.681492,"41.702609,-87.681492"
1674190664748772494,Western Ave & 106th St - East,10,yes,41.700576,-87.681294,"41.700576,-87.681294"
1674190664748772496,Western Ave & 111th St - NW,10,yes,41.69197,-87.681659,"41.69197,-87.681659"
1674190664748772498,Western Ave & 111th St - SW,10,yes,41.69161,-87.681523,"41.69161,-87.681523"
1674190669043739798,Western Ave & 116th St,10,yes,41.6824,-87.681048,"41.6824,-87.681048"
1674190669043739800,Western Ave & 79th St,10,yes,41.750057,-87.682777,"41.750057,-87.682777"
1674190673338707098,Western Ave & 92nd Pl,10,yes,41.725538,-87.681968,"41.725538,-87.681968"
1674190673338707100,Western Ave & Jarvis Ave,10,yes,42.016398,-87.690376,"42.016398,-87.690376"
1674190673338707102,Western Blvd & 49th St,10,yes,41.80478,-87.683749,"41.80478,-87.683749"
1674190673338707104,Western Blvd & 53rd St,10,yes,41.796775,-87.683362,"41.796775,-87.683362"
1674190677633674404,Whippie St & 26th St,10,yes,41.843636,-87.701931,"41.843636,-87.701931"
1674190677633674406,William Rainey Harper High School,10,yes,41.775267,-87.669156,"41.775267,-87.669156"
1674190677633674408,Winchester Ave & 87th St,10,yes,41.735989,-87.672181,"41.735989,-87.672181"
1674190686223609002,Wood St & 103rd St,10,yes,41.706498,-87.667091,"41.706498,-87.667091"
1674190690518576300,Yale Ave & 119th St,10,yes,41.677795,-87.629077,"41.677795,-87.629077"
1674190694813543598,Yates Ave & 100th St,10,yes,41.713437,-87.564405,"41.713437,-87.564405"
1674190694813543600,Zapata Academy,10,yes,41.841655,-87.734366,"41.841655,-87.734366"
1677249767994562566,Sawyer Ave & Bryn Mawr Ave - SW,10,yes,41.982879,-87.710534,"41.982879,-87.710534"
1677249772289529864,Sawyer Ave & Bryn Mawr Ave - SE,10,yes,41.9830174,-87.7096999,"41.9830174,-87.7096999"
1677249772289529866,Christiana Ave & Bryn Mawr Ave,10,yes,41.982838,-87.71233,"41.982838,-87.71233"
1677249772289529870,Spaulding Ave & Foster Ave,10,yes,41.975921,-87.710415,"41.975921,-87.710415"
1677249776584497168,Christiana Ave & Lawrence Ave,10,yes,41.968547,-87.712582,"41.968547,-87.712582"
1677249780879464466,Sawyer Ave & Lawrence Ave,10,yes,41.9683,-87.709435,"41.9683,-87.709435"
1677249780879464468,Milwaukee Ave & Waveland Ave,10,yes,41.947472,-87.737875,"41.947472,-87.737875"
1677249785174431766,Karlov Ave & Milwaukee Ave,10,yes,41.942702,-87.730011,"41.942702,-87.730011"
1677249785174431768,Kedvale Ave & Addison St,10,yes,41.947174,-87.730837,"41.947174,-87.730837"
1677249785174431770,Kilbourn Ave & Fullerton Ave,10,yes,41.924447,-87.73998,"41.924447,-87.73998"
1677249789469399068,Kostner Ave & Armitage Ave,10,yes,41.917211,-87.736136,"41.917211,-87.736136"
1677249789469399070,Grand Ave & North Ave,10,yes,41.909614,-87.734722,"41.909614,-87.734722"
1677249793764366368,Kildare Ave & Division Ave,10,yes,41.902405,-87.732699,"41.902405,-87.732699"
1677249793764366370,Homan Ave & 26th St,10,yes,41.84456,-87.710058,"41.84456,-87.710058"
1677249793764366374,Corliss Ave & 133rd St,10,yes,41.653138,-87.601057,"41.653138,-87.601057"
1677249793764366376,Ellis Ave & 132nd Pl,10,yes,41.655139,-87.597597,"41.655139,-87.597597"
1677249798059333674,Lowe Ave & 119th St,10,yes,41.677708,-87.638711,"41.677708,-87.638711"
1677249798059333678,Harvard Ave & 119th St,10,yes,41.678227,-87.630775,"41.678227,-87.630775"
1677249802354300976,Elizabeth St & 115th St,10,yes,41.684942,-87.65266,"41.684942,-87.65266"
1677249802354300978,Halsted St & 111th St,10,yes,41.691838,-87.642747,"41.691838,-87.642747"
1677249802354300980,Throop St & 109th Pl,10,yes,41.694944,-87.654377,"41.694944,-87.654377"
1677249810944235574,Racine Ave & 109th Pl,10,yes,41.694835,-87.653041,"41.694835,-87.653041"
1677249815239202874,Green St & 103rd St,10,yes,41.70665,-87.643422,"41.70665,-87.643422"
1677249815239202876,Cottage Grove Ave & 89th Pl,10,yes,41.731767,-87.604899,"41.731767,-87.604899"
1677249815239202878,Maryland Ave & 87th ST,10,yes,41.736995,-87.603968,"41.736995,-87.603968"
1677249819534170176,Greenwood Ave & 87th St,10,yes,41.736263,-87.596634,"41.736263,-87.596634"
1677249819534170178,Drexel Ave & 87th St,10,yes,41.736783,-87.602241,"41.736783,-87.602241"
1677249819534170180,East End Ave & 87th St,10,yes,41.737054,-87.583998,"41.737054,-87.583998"
1677249823829137478,Bishop St & 81st St,10,yes,41.745827,-87.659849,"41.745827,-87.659849"
1677249823829137480,Ada St & 79th St,10,yes,41.750522,-87.657252,"41.750522,-87.657252"
1677249823829137482,Laflin St & 79th St,10,yes,41.750326,-87.66168,"41.750326,-87.66168"
1677249828124104782,Halsted St & 80th St,10,yes,41.748175,-87.644238,"41.748175,-87.644238"
1677249828124104786,Aida Food Market,10,yes,41.749896,-87.643693,"41.749896,-87.643693"
1677249828124104788,Ingleside Ave & 79th St,10,yes,41.751448,-87.601136,"41.751448,-87.601136"
1677249832419072086,Colfax Ave & 83rd St,10,yes,41.744818,-87.561055,"41.744818,-87.561055"
1677249836714039384,Marquette Ave & 83rd St,10,yes,41.74476,-87.558624,"41.74476,-87.558624"
1677249836714039386,Baker Ave & 863rd Pl,10,yes,41.743346,-87.550582,"41.743346,-87.550582"
1677249836714039390,Lawndale Ave & 111th St,10,yes,41.691501,-87.71332,"41.691501,-87.71332"
1677249841009006688,Christiana Ave & 111th St,10,yes,41.69137,-87.704809,"41.69137,-87.704809"
1677249841009006690,Troy & 111th St,10,yes,41.691373,-87.700281,"41.691373,-87.700281"
1677249841009006694,Homewood Ave & Monterey Ave,10,yes,41.691691,-87.670161,"41.691691,-87.670161"
1677249845303973992,Western Ave & 111th St - SE,10,yes,41.691665,-87.681022,"41.691665,-87.681022"
1677249845303973994,Longwood Dr & 111th St,10,yes,41.69163,-87.671782,"41.69163,-87.671782"
1677249845303973996,Western Ave & 118th St,10,yes,41.678349,-87.680919,"41.678349,-87.680919"
1677249849598941294,Hale Ave & 111th St,10,yes,41.691801,-87.671351,"41.691801,-87.671351"
1677249849598941296,Hoyne Ave & 110th Pl,10,yes,41.692458,-87.674035,"41.692458,-87.674035"
1677249849598941300,Western Ave & 106th St - West,10,yes,41.701379,-87.681826,"41.701379,-87.681826"
1677249853893908598,Walden Pkwy & 99th St,10,yes,41.71397,-87.667798,"41.71397,-87.667798"
1677249853893908600,Yates Blvd & Exchange Ave,10,yes,41.765088,-87.565918,"41.765088,-87.565918"
1677249853893908602,Prairie Ave & Garfield Blvd,10,yes,41.794344,-87.619062,"41.794344,-87.619062"
1677249858188875900,Calumet Ave & Garfield Blvd,10,yes,41.794886,-87.617415,"41.794886,-87.617415"
1677249858188875902,Normal Blvd & 61st Pl,10,yes,41.782314,-87.637358,"41.782314,-87.637358"
1677249862483843200,Wolcott Ave & 61st St,10,yes,41.782378,-87.671719,"41.782378,-87.671719"
1677249862483843202,Wolcott Ave & 56th St,10,yes,41.791198,-87.671949,"41.791198,-87.671949"
1677249862483843204,Emerald Ave & 43rd St,10,yes,41.81643,-87.644754,"41.81643,-87.644754"
1677249866778810502,Halsted St & 41st St,10,yes,41.820147,-87.64568,"41.820147,-87.64568"
1677249866778810506,532 E 43rd St,10,yes,41.816847,-87.613294,"41.816847,-87.613294"
1677249866778810508,Martin Luther King Dr & 44th St,10,yes,41.814445,-87.616265,"41.814445,-87.616265"
1677249871073777806,Laflin St & 51st St,10,yes,41.801354,-87.662076,"41.801354,-87.662076"
1677249871073777808,Wood St & 47th St,10,yes,41.80864,-87.669974,"41.80864,-87.669974"
1677249871073777812,Ada St & 119th St,10,yes,41.677326,-87.654473,"41.677326,-87.654473"
1677249875368745110,Pullman Community Center,10,yes,41.70428,-87.59313,"41.70428,-87.59313"
1677249875368745112,Pullman - Walmart,10,yes,41.69696,-87.59829,"41.69696,-87.59829"
1677249875368745118,Pullman - Ross Dress for Less,10,yes,41.69868,-87.597,"41.69868,-87.597"
1677249879663712418,Pullman - Planet Fitness,10,yes,41.69782,-87.59779,"41.69782,-87.59779"
1677249879663712420,10101 S Stony Island Ave,10,yes,41.70838,-87.581455,"41.70838,-87.581455"
1677249883958679718,Torrence Ave  & 106th St,10,yes,41.702566,-87.559923,"41.702566,-87.559923"
1677249883958679720,Torrence Ave & 103rd St,10,yes,41.70843,-87.56026,"41.70843,-87.56026"
1677249883958679722,Bensley Ave & 103rd St,10,yes,41.7084,-87.56319,"41.7084,-87.56319"
1677249888253647022,Michigan Ave & 125th Pl,10,yes,41.666395,-87.619933,"41.666395,-87.619933"
1677249888253647024,Michigan Ave & 119th St,10,yes,41.677934,-87.620754,"41.677934,-87.620754"
1677249888253647030,Michigan Ave & 121st St,10,yes,41.67413,-87.620448,"41.67413,-87.620448"
